skillsID,skills
75701174-2447-4ade-ad50-957bcd9c4261,Design
d9286685-ffd8-4201-873e-a67db37947c4,Empathy
cdd88c91-866e-4beb-93f2-6a8f4a530034,Experience Design
ab615ff1-b906-4679-92e7-475f928e725d,Ideation
c31d237f-73af-43e9-b6ee-a9afb312616c,User-Centered Design
b26a3a24-126f-4847-8a92-c6322f4796db,User-Centric
a64e4f71-f4bc-4dd0-917b-14ca44aee6cf,User Experience
45def466-1509-450a-87fb-a54264b4d2ea,User Research
b1e3f469-552a-46ba-9b84-f45a79f38598,UX
377d1202-560c-467b-b263-3bbb637667a4,Agile
0392d2c0-68b1-485e-9a54-5602f9a005ea,Agile Kanban
39fedb90-2db0-437b-9f0a-4a48dc44d9f9,Agile Operations
6c664cb3-80e9-4c2d-9060-3a73f3ae22d2,Collaboration
6cc6662b-3d57-4c77-a515-a5a837531996,Flexible
c99c8680-2ab3-44df-9102-841898c17dae,Iterations
0f1df4c3-db25-4cad-b2db-c494b1a4e2fa,Sprints
fc51e4c4-331b-4bf3-87bd-e6ec213052be,Team
89e51f17-a396-4819-8e0d-e0eb64e8cc5f,AI
c04d3d08-8f9f-4564-a295-9fc7becdaec6,Artificial Intelligence
19977a6a-1e25-435f-92b4-25682d97cb34,Critical Listening
33cf92f4-db6e-49dd-a5b7-b59093ae994f,Critical Reading
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
5641b2ad-00af-4955-b684-f2d272d08af9,Machine Learning
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
316ef5d3-4832-496a-81d3-4b21fc44fd0a,Pandas
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
66961257-3068-4b62-b4b1-9acd1769cce8,Python Programming
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
0b54b632-cb17-4a34-a313-5405284c8f04,Data Scientist Workbench
d0902734-09c5-449d-a194-9a4bfddeadd9,Dswb
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
dfdc1435-1c76-4a47-a367-6896304b58cc,R
f161de17-67bc-4208-9364-7d6a4e65c663,R Programming
63c961de-519b-4a15-8f63-08aeac5fdfd0,Scala
bc479ada-b579-4d6e-8a70-11faa7aa65a6,Statistics
ac74afa2-899c-4387-a0dc-0c2275f77fcc,Big Data
82099008-183c-4982-9d80-8e2c5a113b3c,Hadoop
703a19e9-c7a8-428f-8dde-988a29d90351,Bokeh
c3a6de83-8ba4-4d60-9c47-e59c73a2732f,Matplotlib
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
ecda034d-aabb-400f-870f-b7e62dd14fe6,AI Fundamentals
d77e0e2b-3ebb-4c3b-923d-11179b4f2319,Cognitive Fundamentals
45afd3f9-4daf-4bc4-886a-a7ea9aca3df6,Cognitive Market
b3851678-ef34-491c-93fc-45f52b9e644a,Cognitive Technologies
99e0f644-b2be-4d45-82c1-652dd4ccea7f,IBM Watson Conversation Service Foundation
c262a507-a81d-4cec-84ff-6f244d709db3,Machine Learning Fundamentals
713eca77-2118-45ea-ae1f-3f39a2b24fcd,Watson
377d1202-560c-467b-b263-3bbb637667a4,Agile
d1ecdd65-9fe9-45cc-aa50-abb323c56118,Design Thinking
bf371d30-2284-4b27-be5c-cabef1574834,IBM Garage
28f6c5bd-6c0e-4553-8164-c2cc794a464b,Methodology
ff82e129-b557-4e9d-a2e1-545975d3d607,Jupyter
40a9ce78-195a-4213-b635-f7f620cd4767,RStudio
5725f6d7-5428-4904-89ee-ca591df127ae,Watson Studio
662da62d-0ae6-499a-bc86-f0b47de5cfe1,Zeppelin
eece3dbd-1350-4ff5-a9c6-0f75ac95019c,Digital Worker
7bb13c66-c1f7-436e-806f-327b8cc8335f,Future Of Work
e8d3cca7-53c4-4ecd-a313-4a72e3cc38ed,Intelligent Automation
60a53a60-617b-46ff-b1d4-f72db98079fd,Intelligent Workflow
4e2d8f47-e489-4a60-87ed-230d9d3f7031,Data Science Methodology
335831a2-fc38-4b35-8bdd-0d09490d4d9e,Jupyter Notebook
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
38282ee3-99f2-427e-bd42-297dd7dede06,Db2
335831a2-fc38-4b35-8bdd-0d09490d4d9e,Jupyter Notebook
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
8dc13738-651a-4ec6-9928-b15d0d05abe5,Relational Database
497218c7-c485-4da4-81bb-32611f25a6ec,SQL
85764e34-4f68-4157-8207-6fb0d70dd727,Architect
3fa750a1-613e-4b51-88c8-42e18a2a8ce7,Cloud
32cbc51a-b5f0-4699-bbf0-00809c656c85,Cloud Native
ad75f726-3f0d-4b20-adc1-228fead283ac,Container
199ea79c-522a-4c45-b4cf-ab5592aaea05,Developer
8180c403-010f-4e4f-bdae-c0d0b01079bb,DevOps
bf012493-91f6-4925-a705-c691be1d7246,Hybrid
42570982-1a10-43c0-80a7-f61ef3f078b8,IaaS
3929a2fa-0442-4e72-a6ef-83c8f3184c22,IBM Cloud
52a28b9b-0a90-41fc-a9a7-c053f8fe3c4e,Multicloud
c682cece-dfc4-43f2-aa28-c380d329633e,PaaS
49f92436-4549-42ae-afa6-7376b4797ef4,SaaS
7f485708-c616-4931-abbf-5201dd8c32af,NumPy
316ef5d3-4832-496a-81d3-4b21fc44fd0a,Pandas
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
2f66ef8f-85fe-4c27-916a-faceb4ad6812,Scikit-learn
f375edc9-ac2a-4f7a-9d63-f49764d6c946,SciPy
75701174-2447-4ade-ad50-957bcd9c4261,Design
d9286685-ffd8-4201-873e-a67db37947c4,Empathy
cdd88c91-866e-4beb-93f2-6a8f4a530034,Experience Design
b839f053-882b-4257-9451-93ae0d218703,Facilitation
ab615ff1-b906-4679-92e7-475f928e725d,Ideation
4625979c-ad5f-4c38-bbdb-0d9c5559ab33,Offering Management
3b7a0151-d186-43f5-8577-88d8588f9330,Product Management
d344b241-06a3-4142-b3f1-88603e6edd64,Release Planning
c31d237f-73af-43e9-b6ee-a9afb312616c,User-Centered Design
b26a3a24-126f-4847-8a92-c6322f4796db,User-Centric
a64e4f71-f4bc-4dd0-917b-14ca44aee6cf,User Experience
45def466-1509-450a-87fb-a54264b4d2ea,User Research
b1e3f469-552a-46ba-9b84-f45a79f38598,UX
c1b1cd06-6281-49db-ba39-847f148b636f,Classification
eed628a6-e298-485f-b2c3-c59247d77e05,Clustering
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
5641b2ad-00af-4955-b684-f2d272d08af9,Machine Learning
19e0e190-c6d4-4c40-a450-3b6114e3067c,ML
39723e07-04a9-4694-b239-38494ffe7200,Recommender Systems
b5dd4b0f-8188-45f8-a100-79a47a618784,Regression
2f66ef8f-85fe-4c27-916a-faceb4ad6812,Scikit-learn
f375edc9-ac2a-4f7a-9d63-f49764d6c946,SciPy
1285e2eb-31dc-4042-8823-fc46fc644b59,And The Jupyter Notebook
b2f3c005-380d-4261-a79b-c8cebdc982e3,Folium
c3a6de83-8ba4-4d60-9c47-e59c73a2732f,Matplotlib
7f485708-c616-4931-abbf-5201dd8c32af,NumPy
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
513ecba2-712c-4520-8c9a-15f83b6ec2a1,Seaborn
ac74afa2-899c-4387-a0dc-0c2275f77fcc,Big Data
82099008-183c-4982-9d80-8e2c5a113b3c,Hadoop
3fa750a1-613e-4b51-88c8-42e18a2a8ce7,Cloud
50e69c1c-1952-451d-abe5-29395e7663ca,Containers
99e60604-2f4e-4e8d-af94-30fed3f18b5c,Docker
956ab5c5-4a2f-4734-92c1-4c67d59a3022,Access Management
04ffebea-9714-4d6e-bcf8-23777faf40bf,Anti-Virus
a0b868e1-918c-4d57-8692-53af7ce7d04a,CIA Triad
9b70932d-c964-45a5-9607-bf71756bb379,Cryptography
3efe5a4b-5719-4202-9502-41e2e2c434d5,Cyber Attacks
82a537d1-c283-4955-ae97-da348bea4efa,Cybersecurity Framework
762411bf-5508-409a-bb4e-378dacd6e959,Digital Forensics
99ed968a-ac86-4bf1-a9b9-5f92b842a4ae,Firewall
841c2bbb-aebf-4c44-bec9-c5c1541694c4,IBM New Collar
6de573c5-4865-4e60-a7ae-2618fafea420,IBM Security
d52d6bb8-1ef8-4d0f-baf6-893d5d9ed6e7,Incident Response
45d8ce88-5201-4329-a1a5-52166e804fd3,Malware
81fbc7bf-4592-4a48-839f-44337ff68981,Penetration Testing
4ccc1566-f8de-487a-b4a4-49b27f20410e,Pen Testing
60816959-f8d4-4b50-8217-b4e54feed041,Advisor
3fa750a1-613e-4b51-88c8-42e18a2a8ce7,Cloud
3929a2fa-0442-4e72-a6ef-83c8f3184c22,IBM Cloud
79bceaa9-a695-489c-a43c-07673d5233e3,Actionable Insights
9382063d-6045-4f09-a4c0-9e413109db3b,Co-Creation
6c664cb3-80e9-4c2d-9060-3a73f3ae22d2,Collaboration
0cd5a594-819d-42d2-a457-3ac800b54dec,Communication
18999fc1-132e-4f52-b29b-0a726b289e57,Consultative Selling
7a88c494-3649-4b4c-8695-b2d0485fc0fa,Gravitas
da916c33-f75d-4133-b71f-a277f8a9f97f,Influence
43c0d1a4-0f08-43e5-ac46-e43edec5d107,Organization
3f41ae6a-6d4d-475a-b851-b0ebe533a5cb,Partnership
320f895a-bd38-4245-99bb-e71d6e81ecec,Productivity
1098164f-f516-41fe-ba8c-bee090cf7606,Trusted Relationships
c1b1cd06-6281-49db-ba39-847f148b636f,Classification
eed628a6-e298-485f-b2c3-c59247d77e05,Clustering
39723e07-04a9-4694-b239-38494ffe7200,Recommender Systems
b5dd4b0f-8188-45f8-a100-79a47a618784,Regression
e8a61d6d-9b96-46ff-97a3-270cee19b71c,Supervised Learning
50699bcb-dfd2-4d64-8931-02fc969bc67d,Unsupervised Learning
89e51f17-a396-4819-8e0d-e0eb64e8cc5f,AI
c04d3d08-8f9f-4564-a295-9fc7becdaec6,Artificial Intelligence
80b56616-5c4f-40dd-be20-50562a562f83,Critical Thinking
d1ecdd65-9fe9-45cc-aa50-abb323c56118,Design Thinking
1dd01a52-63fa-4e16-9a8b-3e1cc25e85f0,Problem Solving
afc58650-3e2c-47a9-acb9-8e6a4453dbeb,Cognos Anlytics
6bbc97cf-fe77-4463-80ab-6df4914a939a,Data Analysis
86861641-ad53-4d4f-9f4b-a437501d8f68,Data Analyst
bb52a06a-943a-44e7-86ed-e37002191ff7,Data Analytics
a7dea955-4424-471b-bae8-a74de372df42,Database
55cb2086-0f46-47c7-92f0-197a77b45bf9,Data Lake
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
4e394a58-baf5-49c1-b67b-b5dc27f7c7ca,Data Source
f7d62d7d-1b77-4c1e-8df0-14756de6d6a8,Data Visualization
9857601b-34e8-472e-bb74-318f203cdbed,Data Warehouse
83f29874-6d2c-4616-b683-fde3f02a16cb,Data Wrangling
6faff02d-ce14-4bc8-a0e0-409018866def,Excel
c624f943-6575-4618-96ce-8fdd35609851,NoSQL
5d4f5737-b42f-4836-9937-44acc6580c84,RDBMS
d1ecdd65-9fe9-45cc-aa50-abb323c56118,Design Thinking
bf371d30-2284-4b27-be5c-cabef1574834,IBM Garage
28f6c5bd-6c0e-4553-8164-c2cc794a464b,Methodology
2a1bf95e-c215-48b2-8e46-39146247e5b4,Big Picture Understanding
cfc352b0-769c-4729-bdab-e04737dded37,Business Cases
f6f07644-7289-4029-b61f-09284c94c0a9,Client Conversations
3efb2308-caff-481d-94dd-4e34d1de6230,Client Readiness
f9e2641b-be5a-4560-a1e6-10884d28cdb8,Competitive Landscape
9ef0c9a1-1134-466f-9375-e5e25345f5cb,Core Concepts
67bad92f-de9c-4e70-97cf-b78c4cf1ed59,Differentiators
5eced260-969d-4d07-98b1-8a3da679d805,Direct Leads
edb348c5-5662-4570-ad37-4d63ece25115,Engagement Protocol
17a1a029-74ee-44fe-b531-1737bdea8066,Market Readiness
ae95908e-c460-4e30-94c1-0a721636bc2d,Potential Industry Applications
7c635fc0-a880-43b9-9c20-6fcb293a4f1c,Time Horizons
6bbc97cf-fe77-4463-80ab-6df4914a939a,Data Analysis
ff82e129-b557-4e9d-a2e1-545975d3d607,Jupyter
60699d73-a035-41a1-b4d5-df55ad1318a3,JupyterLab
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
89e51f17-a396-4819-8e0d-e0eb64e8cc5f,AI
c04d3d08-8f9f-4564-a295-9fc7becdaec6,Artificial Intelligence
703a19e9-c7a8-428f-8dde-988a29d90351,Bokeh
c1b1cd06-6281-49db-ba39-847f148b636f,Classification
eed628a6-e298-485f-b2c3-c59247d77e05,Clustering
6bbc97cf-fe77-4463-80ab-6df4914a939a,Data Analysis
a7dea955-4424-471b-bae8-a74de372df42,Database
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
f7d62d7d-1b77-4c1e-8df0-14756de6d6a8,Data Visualization
38282ee3-99f2-427e-bd42-297dd7dede06,Db2
b2f3c005-380d-4261-a79b-c8cebdc982e3,Folium
24d120e9-6b0c-47bd-9bde-3077fb7d9d04,Foursquare
3929a2fa-0442-4e72-a6ef-83c8f3184c22,IBM Cloud
ff82e129-b557-4e9d-a2e1-545975d3d607,Jupyter
507c6886-5473-4bce-83b9-d891b24d6505,Location
5641b2ad-00af-4955-b684-f2d272d08af9,Machine Learning
c3a6de83-8ba4-4d60-9c47-e59c73a2732f,Matplotlib
28f6c5bd-6c0e-4553-8164-c2cc794a464b,Methodology
19e0e190-c6d4-4c40-a450-3b6114e3067c,ML
b433a023-b8e2-4b22-88e9-f0992e543100,Notebook
7f485708-c616-4931-abbf-5201dd8c32af,NumPy
316ef5d3-4832-496a-81d3-4b21fc44fd0a,Pandas
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
39723e07-04a9-4694-b239-38494ffe7200,Recommender Systems
b5dd4b0f-8188-45f8-a100-79a47a618784,Regression
40a9ce78-195a-4213-b635-f7f620cd4767,RStudio
2f66ef8f-85fe-4c27-916a-faceb4ad6812,Scikit-learn
f375edc9-ac2a-4f7a-9d63-f49764d6c946,SciPy
513ecba2-712c-4520-8c9a-15f83b6ec2a1,Seaborn
497218c7-c485-4da4-81bb-32611f25a6ec,SQL
2d8f226f-ad8f-4bb1-af16-25770169b6ed,Studio
713eca77-2118-45ea-ae1f-3f39a2b24fcd,Watson
662da62d-0ae6-499a-bc86-f0b47de5cfe1,Zeppelin
a35fe273-8258-4f28-8b5f-824ae7373e68,Security
c04d3d08-8f9f-4564-a295-9fc7becdaec6,Artificial Intelligence
e60bee01-004b-4b09-8bc8-34cc6f6966c5,Automation
6f9703f7-6966-4e39-ab37-9ae12765e0fa,Automation Foundation
ca074f89-77bc-44c0-806a-2ea2d58e9edf,Automation Knowledge
4d178d10-c308-4057-9232-349c9e403c22,Automation Practitioner
1da6bdff-ae3a-4f09-8e3d-92b08495c646,Cognitive
dc600c69-6a4c-416e-ac8a-677d0247133e,Digital Workforce
2c99aa5c-bce0-4eea-94e4-43742d681c1f,IBM Automation
740aa796-0438-416e-bbce-de5d3eed2b39,IBM Automation Offerings
3aa9165e-3a5e-4bee-80bb-64af052557e7,IBM Automation Offerings And Solutions
f18b2164-2a68-43de-b8e2-d839a9d69ca4,IBM Automation Solutions
b0bc0b45-5aeb-4327-8068-80d7f035a1d1,IBM Automation With Watson
63bedde7-051c-4382-9233-69ea0639edfc,Robotic Process Automation
1005d2c3-ae7a-4b6b-89a3-a7db8672fa1e,Robotics
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
0b54b632-cb17-4a34-a313-5405284c8f04,Data Scientist Workbench
d0902734-09c5-449d-a194-9a4bfddeadd9,Dswb
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
63c961de-519b-4a15-8f63-08aeac5fdfd0,Scala
bc479ada-b579-4d6e-8a70-11faa7aa65a6,Statistics
c04d3d08-8f9f-4564-a295-9fc7becdaec6,Artificial Intelligence
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
63810c2b-d474-48b6-a477-82f07ce25524,Appreciation
538670ba-3052-40eb-813e-010df20a3735,Career
5570d4b1-b884-4215-a69e-053fc45da293,Client Relationships
9805d85d-4777-4a85-9188-746dacaad6c7,Client Trust
6c664cb3-80e9-4c2d-9060-3a73f3ae22d2,Collaboration
ac47ca6b-1dcd-49fb-8ffb-2279366534a1,Curiosity
702a40b1-20be-47f6-b8a6-64919007b574,Delivery
45a1cbc3-ccfa-47e3-a916-c4c148884c4e,Diversity
47154d19-6a50-4a6f-a7d9-441452b393bb,Garage
83b8ea1a-0953-406a-b890-566638cfe4d0,Habits
3eb146da-68aa-4f07-9ea0-590d909c21ed,IBM Consulting Culture
40c59f8c-706f-4420-ae4e-12cdb391cab1,IBM Consulting Way
d1f62f42-d1b2-4862-b382-e1e7517663a6,Inclusion
4fbd3590-b5fa-4440-b07c-4f9e596b4eb1,Innovation
ad21b24d-de97-48c6-a2e2-f47a7f91e433,Offerings
2b294c08-4e00-4f21-9106-661e1c7493cd,Partners
e10a7a24-5a35-4543-9456-0824ac85824d,Purpose
1f403dac-7eea-4515-8c5e-a261628df296,Strategic Partners
9451a401-2dd2-4fa8-b600-994edaf2173c,Trust
0bd9b77b-0c11-4aaa-823f-a1dd13d5d151,Ways Of Working
6bbc97cf-fe77-4463-80ab-6df4914a939a,Data Analysis
86861641-ad53-4d4f-9f4b-a437501d8f68,Data Analyst
bb52a06a-943a-44e7-86ed-e37002191ff7,Data Analytics
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
83f29874-6d2c-4616-b683-fde3f02a16cb,Data Wrangling
26448de7-0b91-4b32-b9fa-bf8c816edf62,Microsoft Excel
d894a630-fc1f-420d-8bce-379a746ba2fb,Pivot Tables
89263298-0762-462f-88c3-5b5570f5e161,Spreadsheets
fa5bd95f-42a3-420c-93e2-d495b44d1f7d,Architects Tools
e2836954-3790-44b6-a476-23ccd0a89ae8,Architectural Assets
9b244b5d-2c19-42d5-b5d2-dc9aae7d395e,Architecture Concepts
a515b1d7-5397-4d6d-a550-5afbb32a20eb,Architecture Decision
e40e381a-9cfb-4d6b-bbeb-b861830b8bc5,Architecture Industry Standards
6cd96a80-78b6-4739-afc7-79940c14716e,Architecture Life Cycle
75d6cf88-bb91-4b6c-b5da-065d550a96de,Architecture Overview
40b40870-571d-49d3-81c4-8704bd4a1339,Architecture Principles
e7fbfd3d-fdc3-48a0-a744-08e55f24e7cc,Architecture Requirements
22d01ee5-4f38-44d6-935d-0fec6d8c616f,Component Models
d7525888-b2dc-4493-a4eb-b764f5265bf6,Non-functional Requirements
f5013a70-fb01-460e-ba6b-4838c78bab7c,Operational Models
ea55066d-e36f-4b66-ba28-f5575adf3d7e,Technical Reviews
49d4e72c-515e-46c9-96a4-7572cb28f36d,Benchmarks
0d6579aa-b5fa-4056-8a90-16fbd591851f,Bold Idea Creation
00d9727a-65ed-4ded-913a-6f4c6da904c0,Business Models
c6b361a2-f7c7-4c89-bd5b-bb39d08717af,Business Processes
d2a1fbe3-deea-4172-bf59-5950ec130f1c,Industry Expertise
7e9664ee-a5b0-4a5f-8ab6-2f052415dab8,Industry Financials
0c0f4d9d-ebf2-457b-9260-c0c244729445,Industry Segments
f369bb45-c947-4ab7-88fb-6dc541387e44,Industry Solutions
7dddd82f-d3dd-4935-8c3f-d81152e4cacf,Industry Strategy
38dfff87-10d8-44c1-84ea-667333b61098,Industry Trends & Issues
166d7e08-ecb0-47ba-b938-56e330124c95,KPIs
7ac203d4-2eb3-48c0-b8ec-ac8433f2cec6,Market Forces
ee61e392-8e1c-4553-8513-b574602e0c55,Storytelling
f8bc3414-6b87-4c6a-b56d-362bb50efc2d,Value Chain
21a7a83d-a7e0-4f9a-b782-5870dfde1830,Data Science
4e2d8f47-e489-4a60-87ed-230d9d3f7031,Data Science Methodology
120ff6e9-97b5-4b87-bdc9-1d8e2b202345,Cybersecurity Processes
64547b72-2d61-427a-99fd-e1a2c137b5b9,File Systems
841c2bbb-aebf-4c44-bec9-c5c1541694c4,IBM New Collar
6de573c5-4865-4e60-a7ae-2618fafea420,IBM Security
f6681515-8e58-4d21-8e3f-c8da2c6edfd4,Linux
2c23162b-9b01-4602-b769-9371ebe8e073,macOS
a2f5a04a-33b7-4a5d-ac2c-d5d417dc8162,Mobile
a4c1cb35-8601-4e02-9445-16187d064682,Operating Systems
35abc0ba-fd68-400c-a55f-e3fce62267b6,Virtualization
214cb2b8-31b9-40c0-972e-d4da477dfaf9,Windows
36922662-d51c-49c6-b3f0-7fdd701bbdcc,Accounting
51573104-c1be-4243-bc9e-0568e6535903,Finance
f9eec17a-bee6-400d-8e40-c90fc302b619,Order To Cash
e00c03ee-b831-4507-ad36-cfba07dc10d5,Process Services
c24f7949-5e04-4e23-baf1-f97ed6864e3c,Procure To Pay
c6646d19-1353-4565-84de-a1a370294361,Record To Report
fcaa6a84-4755-40f8-a4a3-2cd5656f2430,Transactional Activities
3fa750a1-613e-4b51-88c8-42e18a2a8ce7,Cloud
ad75f726-3f0d-4b20-adc1-228fead283ac,Container
3929a2fa-0442-4e72-a6ef-83c8f3184c22,IBM Cloud
f2777485-8f70-497b-9fc4-2ed5c74c1c1f,Kubernetes
703a19e9-c7a8-428f-8dde-988a29d90351,Bokeh
c3a6de83-8ba4-4d60-9c47-e59c73a2732f,Matplotlib
94c11ea3-cc1b-4177-9f1e-f98291a69850,Python
89e51f17-a396-4819-8e0d-e0eb64e8cc5f,AI
c04d3d08-8f9f-4564-a295-9fc7becdaec6,Artificial Intelligence
1da6bdff-ae3a-4f09-8e3d-92b08495c646,Cognitive
3929a2fa-0442-4e72-a6ef-83c8f3184c22,IBM Cloud
fb1f307a-95bb-467e-a867-7c513496d902,IBM Watson
72549ead-a299-4b48-9492-de83a5d34f8e,Natural Language Processing
bf4ecd4d-2a1c-4454-baf0-113477ac2173,NLP
ac74afa2-899c-4387-a0dc-0c2275f77fcc,Big Data
82099008-183c-4982-9d80-8e2c5a113b3c,Hadoop
2465f0f7-cfd1-4d9b-a0ae-9b66407d6389,Spark
38fba560-83a6-461d-a3ff-b8a1a98b9144,Chatbot Creation
1772bd79-18de-4702-a200-6fab9cb5ff42,Chatbots
31d4fa81-c646-4c5e-8f6c-5ec318eb79ff,Watson Conversation
0cd5a594-819d-42d2-a457-3ac800b54dec,Communication
7938c245-d9f7-4708-a574-db9ce9cc2d83,Control
7df7c6db-085b-4551-8033-3394a8168450,Financial Management
b982a938-e316-42fc-be6e-e8ceb132d47e,Foundation
5f14bf5a-5642-4fdd-b0fd-b8dbfa904c56,Issue Management
64740e1d-4ee3-4666-8ef5-f0259b371fdc,Managing Projects And Programs
fa035b23-6ea8-4404-acbb-50d09d694f0e,Project Manager
a3ea7883-6049-4d19-911b-ca513d2ec398,Project Plan
a577fcfc-b3a9-4abd-8730-3e8fb1fab687,Risk Management
8bebc893-3c93-4d22-ba1f-243a0ae9c5c4,Stakeholder Management
94583531-2c1c-4730-8719-d4eccfd663bf,Tracking
377d1202-560c-467b-b263-3bbb637667a4,Agile
6c664cb3-80e9-4c2d-9060-3a73f3ae22d2,Collaboration
0cd5a594-819d-42d2-a457-3ac800b54dec,Communication
84881364-7068-4298-845e-901cbac7d7ca,Communication Skills
c731397e-f724-4982-bd3d-5f1cc223ced7,Creative Thinking
80b56616-5c4f-40dd-be20-50562a562f83,Critical Thinking
567048d3-6722-4b3c-b875-850bdc7cf8c1,Delivering Quality Work
fd7dfc4a-0537-45da-8625-15fe05b22243,Emotional Intelligence
273ff720-75b1-4151-b541-ad7f8255dec4,People Skills
3dd09380-fd87-430d-b1ce-adbcf58680dc,Presentation
dfea0f57-84f1-44e9-adf7-4065efecd324,Presentation Skills
1dd01a52-63fa-4e16-9a8b-3e1cc25e85f0,Problem Solving
66d495e1-d893-4c32-8a4c-480e6bc84413,Solutioning
