typeID,title,type,url,image
CSRA1246524,Networking in Google Cloud Specialization,specializations,https://www.coursera.org/specializations/networking-google-cloud-platform,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~networking-google-cloud-platform/XDP~SPECIALIZATION!~networking-google-cloud-platform.jpeg
CSRA7775622,Two Speed IT How Companies Can Surf the Digital Wave a BCG Perspective,course,https://www.coursera.org/learn/2-speed-it,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~2-speed-it/XDP~COURSE!~2-speed-it.jpeg
CSRA6449413,Fundamentals of Network Communication,course,https://www.coursera.org/learn/fundamentals-network-communications,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~fundamentals-network-communications/XDP~COURSE!~fundamentals-network-communications.jpeg
CSRA2292265,Design a User Experience for Social Good & Prepare for Jobs,course,https://www.coursera.org/learn/ux-design-jobs,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ux-design-jobs/XDP~COURSE!~ux-design-jobs.jpeg
CSRA6716582,Building Database Applications in PHP,course,https://www.coursera.org/learn/database-applications-php,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~database-applications-php/XDP~COURSE!~database-applications-php.jpeg
CSRA2755878,Web Design: Wireframes to Prototypes,course,https://www.coursera.org/learn/web-design-wireframes-prototypes,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~web-design-wireframes-prototypes/XDP~COURSE!~web-design-wireframes-prototypes.jpeg
CSRA3356385,Build Wireframes and Low-Fidelity Prototypes,course,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~wireframes-low-fidelity-prototypes/XDP~COURSE!~wireframes-low-fidelity-prototypes.jpeg
CSRA1852583,Introduction to C# Programming and Unity,course,https://www.coursera.org/learn/introduction-programming-unity,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-programming-unity/XDP~COURSE!~introduction-programming-unity.jpeg
CSRA6419946,Virtual Reality Specialization,specializations,https://www.coursera.org/specializations/virtual-reality,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~virtual-reality/XDP~SPECIALIZATION!~virtual-reality.jpeg
CSRA5362553,C++ Programming for Unreal Game Development Specialization,specializations,https://www.coursera.org/specializations/cplusplusunrealgamedevelopment,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~cplusplusunrealgamedevelopment/XDP~SPECIALIZATION!~cplusplusunrealgamedevelopment.jpeg
CSRA7335756,Game Design and Development with Unity 2020 Specialization,specializations,https://www.coursera.org/specializations/game-design-and-development,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~game-design-and-development/XDP~SPECIALIZATION!~game-design-and-development.jpeg
CSRA2691673,Interaction Design Specialization,specializations,https://www.coursera.org/specializations/interaction-design,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~interaction-design/XDP~SPECIALIZATION!~interaction-design.jpeg
CSRA4635433,Digital Product Management Specialization,specializations,https://www.coursera.org/specializations/uva-darden-digital-product-management,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~uva-darden-digital-product-management/XDP~SPECIALIZATION!~uva-darden-digital-product-management.jpeg
CSRA8657174,Web Design for Everybody: Basics of Web Development & Coding Specialization,specializations,https://www.coursera.org/specializations/web-design,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~web-design/XDP~SPECIALIZATION!~web-design.jpeg
CSRA6346674,Google UX Design Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-ux-design,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-ux-design/XDP~SPECIALIZATION!~google-ux-design.jpeg
CSRA7586137,Foundations of User Experience (UX) Design,course,https://www.coursera.org/learn/foundations-user-experience-design,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~foundations-user-experience-design/XDP~COURSE!~foundations-user-experience-design.jpeg
CSRA6395873,Google UX Design Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-ux-design,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-ux-design/XDP~SPECIALIZATION!~google-ux-design.jpeg
CSRA9624436,Fundamentals of Graphic Design,course,https://www.coursera.org/learn/fundamentals-of-graphic-design,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~fundamentals-of-graphic-design/XDP~COURSE!~fundamentals-of-graphic-design.jpeg
CSRA2378422,HTML CSS and Javascript for Web Developers,course,https://www.coursera.org/learn/html-css-javascript-for-web-developers,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~html-css-javascript-for-web-developers/XDP~COURSE!~html-css-javascript-for-web-developers.jpeg
CSRA4648247,Agile Analytics,course,https://www.coursera.org/learn/uva-darden-agile-analytics,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~uva-darden-agile-analytics/XDP~COURSE!~uva-darden-agile-analytics.jpeg
CSRA2619597,Building AI Powered Chatbots Without Programming,course,https://www.coursera.org/learn/building-ai-powered-chatbots,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~building-ai-powered-chatbots/XDP~COURSE!~building-ai-powered-chatbots.jpeg
CSRA5354325,Real-World Product Management Specialization,specializations,https://www.coursera.org/specializations/real-world-product-management,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~real-world-product-management/XDP~SPECIALIZATION!~real-world-product-management.jpeg
CSRA7589766,User Experience Research and Design Specialization,specializations,https://www.coursera.org/specializations/michiganux,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~michiganux/XDP~SPECIALIZATION!~michiganux.jpeg
CSRA3345318,Client Needs and Software Requirements,course,https://www.coursera.org/learn/client-needs-and-software-requirements,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~client-needs-and-software-requirements/XDP~COURSE!~client-needs-and-software-requirements.jpeg
CSRA8426257,Evaluating User Interfaces,course,https://www.coursera.org/learn/ui-testing,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ui-testing/XDP~COURSE!~ui-testing.jpeg
CSRA6189121,Introduction to UI Design,course,https://www.coursera.org/learn/ui-design,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ui-design/XDP~COURSE!~ui-design.jpeg
CSRA7767689,Interaction Design Specialization,specializations,https://www.coursera.org/specializations/interaction-design,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~interaction-design/XDP~SPECIALIZATION!~interaction-design.jpeg
CSRA1633216,Networking,-,https://www.coursera.org/browse/information-technology/networking,https://s3.amazonaws.com/coursera/media/Grid_Coursera_Partners_updated.png
CSRA6899658,Fundamentals of Computer Network Security Specialization,specializations,https://www.coursera.org/specializations/computer-network-security,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~computer-network-security/XDP~SPECIALIZATION!~computer-network-security.jpeg
CSRA4294117,Introduction to Networking and Storage,course,https://www.coursera.org/learn/introduction-to-networking-and-storage,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-networking-and-storage/XDP~COURSE!~introduction-to-networking-and-storage.jpeg
CSRA3585476,Creando una aplicación con Stellar SDK,guided project,https://www.coursera.org/projects/creando-stellar-sdk,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~creando-stellar-sdk/XDP~COURSE!~creando-stellar-sdk.jpeg
CSRA5917628,Crea y vende tus NFT en marketplace,guided project,https://www.coursera.org/projects/crea-nft,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~crea-nft/XDP~COURSE!~crea-nft.jpeg
CSRA2473143,البدء باستخدام برنامج packet tracer,guided project,https://www.coursera.org/projects/albad-biastikhdam-barnamaj-packet-tracer,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~albad-biastikhdam-barnamaj-packet-tracer/XDP~COURSE!~albad-biastikhdam-barnamaj-packet-tracer.jpeg
CSRA4869963,Diseñando tarjetas de presentación en Adobe Illustrator,guided project,https://www.coursera.org/projects/diseando-tarjetas-de-presentacion-en-adobe-illustrator,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~diseando-tarjetas-de-presentacion-en-adobe-illustrator/XDP~COURSE!~diseando-tarjetas-de-presentacion-en-adobe-illustrator.jpeg
CSRA8117149,Computer Security and Systems Management Specialization,specializations,https://www.coursera.org/specializations/computer-security-systems-management,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~computer-security-systems-management/XDP~SPECIALIZATION!~computer-security-systems-management.jpeg
CSRA1457976,Introduction to Cyber Security Specialization,specializations,https://www.coursera.org/specializations/intro-cyber-security,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~intro-cyber-security/XDP~SPECIALIZATION!~intro-cyber-security.jpeg
CSRA9323241,(ISC)² Systems Security Certified Practitioner (SSCP),professional certificates,https://www.coursera.org/professional-certificates/sscp-training,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~sscp-training/XDP~SPECIALIZATION!~sscp-training.jpeg
CSRA9983661,Google IT Support Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-it-support,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-it-support/XDP~SPECIALIZATION!~google-it-support.jpeg
CSRA8527685,Networking in Google Cloud: Defining and Implementing Networks,course,https://www.coursera.org/learn/networking-gcp-defining-implementing-networks,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~networking-gcp-defining-implementing-networks/XDP~COURSE!~networking-gcp-defining-implementing-networks.jpeg
CSRA7951916,Los bits y bytes de las redes informáticas,course,https://www.coursera.org/learn/redes-informaticas,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~redes-informaticas/XDP~COURSE!~redes-informaticas.jpeg
CSRA6798998,Estrutura e Funcionamento das Redes de Computadores,course,https://www.coursera.org/learn/redes-computadores,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~redes-computadores/XDP~COURSE!~redes-computadores.jpeg
CSRA4235832,Seluk Beluk Jaringan Komputer,course,https://www.coursera.org/learn/seluk-beluk-jaringan-komputer,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~seluk-beluk-jaringan-komputer/XDP~COURSE!~seluk-beluk-jaringan-komputer.jpeg
CSRA3323133,Networking in Google Cloud 日本語版 Specialization,specializations,https://www.coursera.org/specializations/networking-google-cloud-platform-jp,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~networking-google-cloud-platform-jp/XDP~SPECIALIZATION!~networking-google-cloud-platform-jp.jpeg
CSRA5962316,The Bits and Bytes of Computer Networking,course,https://www.coursera.org/learn/computer-networking,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~computer-networking/XDP~COURSE!~computer-networking.jpeg
CSRA2617224,Networking in Google Cloud Specialization,specializations,https://www.coursera.org/specializations/networking-google-cloud-platform,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~networking-google-cloud-platform/XDP~SPECIALIZATION!~networking-google-cloud-platform.jpeg
CSRA8431411,AWS Cloud Technical Essentials,course,https://www.coursera.org/learn/aws-cloud-technical-essentials,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~aws-cloud-technical-essentials/XDP~COURSE!~aws-cloud-technical-essentials.jpeg
CSRA3434524,The Bits and Bytes of Computer Networking,course,https://www.coursera.org/learn/computer-networking,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~computer-networking/XDP~COURSE!~computer-networking.jpeg
CSRA3233938,Site Reliability Engineering: Measuring and Managing Reliability,course,https://www.coursera.org/learn/site-reliability-engineering-slos,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~site-reliability-engineering-slos/XDP~COURSE!~site-reliability-engineering-slos.jpeg
CSRA3915197,Continuous Delivery & DevOps,course,https://www.coursera.org/learn/uva-darden-continous-delivery-devops,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~uva-darden-continous-delivery-devops/XDP~COURSE!~uva-darden-continous-delivery-devops.jpeg
CSRA3634467,Introduction to Hardware and Operating Systems,course,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-hardware-and-operating-systems/XDP~COURSE!~introduction-to-hardware-and-operating-systems.jpeg
CSRA2982223,IT Support Google Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/sertifikat-it-support-profesional-google,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~sertifikat-it-support-profesional-google/XDP~SPECIALIZATION!~sertifikat-it-support-profesional-google.jpeg
CSRA8977135,Sistem Operasi dan Anda: Menjadi Pengguna yang Berdaya,course,https://www.coursera.org/learn/sistem-operasi-dan-anda-menjadi-pengguna-yang-berdaya,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~sistem-operasi-dan-anda-menjadi-pengguna-yang-berdaya/XDP~COURSE!~sistem-operasi-dan-anda-menjadi-pengguna-yang-berdaya.jpeg
CSRA2698931,Dasar-Dasar Dukungan Teknis,course,https://www.coursera.org/learn/dasar-dasar-dukungan-teknis,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~dasar-dasar-dukungan-teknis/XDP~COURSE!~dasar-dasar-dukungan-teknis.jpeg
CSRA4965752,Fundamentos do Suporte Técnico,course,https://www.coursera.org/learn/fundamentos-do-suporte-tecnico,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~fundamentos-do-suporte-tecnico/XDP~COURSE!~fundamentos-do-suporte-tecnico.jpeg
CSRA1935975,Palo Alto Networks Cybersecurity Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~palo-alto-networks-cybersecurity-fundamentals/XDP~SPECIALIZATION!~palo-alto-networks-cybersecurity-fundamentals.jpeg
CSRA9621427,Oracle Cloud Infrastructure Foundations,course,https://www.coursera.org/learn/oraclecloud-infrastructure-foundations,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~oraclecloud-infrastructure-foundations/XDP~COURSE!~oraclecloud-infrastructure-foundations.jpeg
CSRA5847923,Juniper Networks Junos Platform Automation and DevOps Specialization,specializations,https://www.coursera.org/specializations/ijaut,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ijaut/XDP~SPECIALIZATION!~ijaut.jpeg
CSRA4784779,IBM Technical Support  Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/ibm-technical-support,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ibm-technical-support/XDP~SPECIALIZATION!~ibm-technical-support.jpeg
CSRA2172124,Technical Support Fundamentals,course,https://www.coursera.org/learn/technical-support-fundamentals,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~technical-support-fundamentals/XDP~COURSE!~technical-support-fundamentals.jpeg
CSRA9318186,Google IT Automation with Python Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-it-automation,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-it-automation/XDP~SPECIALIZATION!~google-it-automation.jpeg
CSRA8965338,IBM DevOps and Software Engineering Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/devops-and-software-engineering,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~devops-and-software-engineering/XDP~SPECIALIZATION!~devops-and-software-engineering.jpeg
CSRA5894315,Google IT Support Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-it-support,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-it-support/XDP~SPECIALIZATION!~google-it-support.jpeg
CSRA4182747,Crash Course on Python,course,https://www.coursera.org/learn/python-crash-course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~python-crash-course/XDP~COURSE!~python-crash-course.jpeg
CSRA5745235,Google IT Automation with Python Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-it-automation,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-it-automation/XDP~SPECIALIZATION!~google-it-automation.jpeg
CSRA2494385,Technical Support Fundamentals,course,https://www.coursera.org/learn/technical-support-fundamentals,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~technical-support-fundamentals/XDP~COURSE!~technical-support-fundamentals.jpeg
CSRA2378894,Google IT Support Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-it-support,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-it-support/XDP~SPECIALIZATION!~google-it-support.jpeg
CSRA5155419,Enterprise System Management and Security,course,https://www.coursera.org/learn/enterprise-system-management-security,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~enterprise-system-management-security/XDP~COURSE!~enterprise-system-management-security.jpeg
CSRA7139359,Customer Service Fundamentals,course,https://www.coursera.org/learn/customer-service-fundamentals,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~customer-service-fundamentals/XDP~COURSE!~customer-service-fundamentals.jpeg
CSRA6986811,Using Python to Interact with the Operating System,course,https://www.coursera.org/learn/python-operating-system,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~python-operating-system/XDP~COURSE!~python-operating-system.jpeg
CSRA5139275,Information​ ​Systems Specialization,specializations,https://www.coursera.org/specializations/information-systems,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~information-systems/XDP~SPECIALIZATION!~information-systems.jpeg
CSRA9466573,The Data Scientist’s Toolbox,course,https://www.coursera.org/learn/data-scientists-tools,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-scientists-tools/XDP~COURSE!~data-scientists-tools.jpeg
CSRA2557563,Natural Language Processing Specialization,specializations,https://www.coursera.org/specializations/natural-language-processing,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~natural-language-processing/XDP~SPECIALIZATION!~natural-language-processing.jpeg
CSRA6778311,Analyze Network Traffic with TCPDump,guided project,https://www.coursera.org/projects/analyze-network-traffic-with-tcpdump,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~analyze-network-traffic-with-tcpdump/XDP~COURSE!~analyze-network-traffic-with-tcpdump.jpeg
CSRA4546988,Configurer un pare-feu avec UFW sous Linux,guided project,https://www.coursera.org/projects/configurer-pare-feu-firewall-ufw-ubuntu-linux,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~configurer-pare-feu-firewall-ufw-ubuntu-linux/XDP~COURSE!~configurer-pare-feu-firewall-ufw-ubuntu-linux.jpeg
CSRA5568636,مقدمة عن شبكات الحاسوب وأجهزة سيسكو (Cisco),guided project,https://www.coursera.org/projects/muqadimat-ean-shabakat-alhasub-sisku-cisco-,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~muqadimat-ean-shabakat-alhasub-sisku-cisco-/XDP~COURSE!~muqadimat-ean-shabakat-alhasub-sisku-cisco-.jpeg
CSRA2127838,البدء باستخدام برنامج packet tracer,guided project,https://www.coursera.org/projects/albad-biastikhdam-barnamaj-packet-tracer,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~albad-biastikhdam-barnamaj-packet-tracer/XDP~COURSE!~albad-biastikhdam-barnamaj-packet-tracer.jpeg
CSRA5814516,Computer Security and Systems Management Specialization,specializations,https://www.coursera.org/specializations/computer-security-systems-management,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~computer-security-systems-management/XDP~SPECIALIZATION!~computer-security-systems-management.jpeg
