typeID,title,type,url,image
CSRA4677376,Project Initiation: Starting a Successful Project,course,https://www.coursera.org/learn/project-initiation-google,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~project-initiation-google/XDP~COURSE!~project-initiation-google.jpeg
CSRA8864524,Career Success Specialization,specializations,https://www.coursera.org/specializations/career-success,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~career-success/XDP~SPECIALIZATION!~career-success.jpeg
CSRA4387214,Successful Negotiation: Essential Strategies and Skills,course,https://www.coursera.org/learn/negotiation-skills,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~negotiation-skills/XDP~COURSE!~negotiation-skills.jpeg
CSRA1631494,Improve Your English Communication Skills Specialization,specializations,https://www.coursera.org/specializations/improve-english,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~improve-english/XDP~SPECIALIZATION!~improve-english.jpeg
CSRA7217935,English for Career Development,course,https://www.coursera.org/learn/careerdevelopment,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~careerdevelopment/XDP~COURSE!~careerdevelopment.jpeg
CSRA6421842,Cybersecurity: Developing a Program for Your Business Specialization,specializations,https://www.coursera.org/specializations/cybersecurity-developing-program-for-business,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~cybersecurity-developing-program-for-business/XDP~SPECIALIZATION!~cybersecurity-developing-program-for-business.jpeg
CSRA5372535,Information​ ​Systems Specialization,specializations,https://www.coursera.org/specializations/information-systems,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~information-systems/XDP~SPECIALIZATION!~information-systems.jpeg
CSRA5512577,-,specializations,https://www.coursera.org/specializations/business-technology-managment,https://s3.amazonaws.com/coursera/media/Grid_Coursera_Partners_updated.png
CSRA1626174,Cybersecurity for Business Specialization,specializations,https://www.coursera.org/specializations/cyber-security-business,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~cyber-security-business/XDP~SPECIALIZATION!~cyber-security-business.jpeg
CSRA5919472,Communication Strategies for a Virtual Age,course,https://www.coursera.org/learn/communication-strategies-virtual-age,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~communication-strategies-virtual-age/XDP~COURSE!~communication-strategies-virtual-age.jpeg
CSRA4286835,Improve Your English Communication Skills Specialization,specializations,https://www.coursera.org/specializations/improve-english,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~improve-english/XDP~SPECIALIZATION!~improve-english.jpeg
CSRA8762398,Good with Words: Speaking and Presenting Specialization,specializations,https://www.coursera.org/specializations/good-with-words-speaking-and-presenting,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~good-with-words-speaking-and-presenting/XDP~SPECIALIZATION!~good-with-words-speaking-and-presenting.jpeg
CSRA7859915,User-Experience: Create a Storyboard using Storyboarder,guided project,https://www.coursera.org/projects/user-experience-create-a-storyboard-using-storyboarder,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~user-experience-create-a-storyboard-using-storyboarder/XDP~COURSE!~user-experience-create-a-storyboard-using-storyboarder.jpeg
CSRA3975729,How to Visualize Research Data in Tableau,guided project,https://www.coursera.org/projects/how-visualize-research-data-tableau,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~how-visualize-research-data-tableau/XDP~COURSE!~how-visualize-research-data-tableau.jpeg
CSRA9836276,Eine Einführung in die Finite Elemente Methode mit SimScale,guided project,https://www.coursera.org/projects/fem-finite-elemente-methode-mit-simscale,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~fem-finite-elemente-methode-mit-simscale/XDP~COURSE!~fem-finite-elemente-methode-mit-simscale.jpeg
CSRA9334913,Transferencia tecnológica: De la investigación al mercado.,course,https://www.coursera.org/learn/transferencia-tecnologica-investigacion,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~transferencia-tecnologica-investigacion/XDP~COURSE!~transferencia-tecnologica-investigacion.jpeg
CSRA3954721,"Excel/VBA for Creative Problem Solving, Part 1",course,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-vba-for-creative-problem-solving-part-1/XDP~COURSE!~excel-vba-for-creative-problem-solving-part-1.jpeg
CSRA2339844,Experimentation for Improvement,course,https://www.coursera.org/learn/experimentation,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~experimentation/XDP~COURSE!~experimentation.jpeg
CSRA2398254,"Excel/VBA for Creative Problem Solving, Part 2",course,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-2,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-vba-for-creative-problem-solving-part-2/XDP~COURSE!~excel-vba-for-creative-problem-solving-part-2.jpeg
CSRA1184995,Being a researcher (in Information Science and Technology),course,https://www.coursera.org/learn/being-researcher,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~being-researcher/XDP~COURSE!~being-researcher.jpeg
CSRA6631267,"Ethics, Technology and Engineering",course,https://www.coursera.org/learn/ethics-technology-engineering,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ethics-technology-engineering/XDP~COURSE!~ethics-technology-engineering.jpeg
CSRA5939417,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",course,https://www.coursera.org/learn/computers-waves-simulations,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~computers-waves-simulations/XDP~COURSE!~computers-waves-simulations.jpeg
CSRA8565497,Simulation and modeling of natural processes,course,https://www.coursera.org/learn/modeling-simulation-natural-processes,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~modeling-simulation-natural-processes/XDP~COURSE!~modeling-simulation-natural-processes.jpeg
CSRA5875634,Quantitative Methods,course,https://www.coursera.org/learn/quantitative-methods,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~quantitative-methods/XDP~COURSE!~quantitative-methods.jpeg
CSRA9736546,Plant Bioinformatic Methods Specialization,specializations,https://www.coursera.org/specializations/plant-bioinformatic-methods,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~plant-bioinformatic-methods/XDP~SPECIALIZATION!~plant-bioinformatic-methods.jpeg
CSRA2975642,Cybersecurity Specialization,specializations,https://www.coursera.org/specializations/cyber-security,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~cyber-security/XDP~SPECIALIZATION!~cyber-security.jpeg
CSRA8365892,Quantitative Methods,course,https://www.coursera.org/learn/quantitative-methods,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~quantitative-methods/XDP~COURSE!~quantitative-methods.jpeg
CSRA4718563,Cybersecurity Specialization,specializations,https://www.coursera.org/specializations/cyber-security,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~cyber-security/XDP~SPECIALIZATION!~cyber-security.jpeg
CSRA3356261,Chemistry,course,https://www.coursera.org/learn/chemistry-1,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~chemistry-1/XDP~COURSE!~chemistry-1.jpeg
CSRA6391118,How Things Work: An Introduction to Physics,course,https://www.coursera.org/learn/how-things-work,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~how-things-work/XDP~COURSE!~how-things-work.jpeg
CSRA8583891,Excel Fundamentals for Data Analysis,course,https://www.coursera.org/learn/excel-data-analysis-fundamentals,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-data-analysis-fundamentals/XDP~COURSE!~excel-data-analysis-fundamentals.jpeg
CSRA6925691,Introduction to advanced tomography,course,https://www.coursera.org/learn/cinemaxe,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~cinemaxe/XDP~COURSE!~cinemaxe.jpeg
CSRA5742583,Quantum Optics 1 : Single Photons,course,https://www.coursera.org/learn/quantum-optics-single-photon,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~quantum-optics-single-photon/XDP~COURSE!~quantum-optics-single-photon.jpeg
CSRA9496462,Spacecraft Dynamics Capstone: Mars Mission,course,https://www.coursera.org/learn/capstone-mars-mission,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~capstone-mars-mission/XDP~COURSE!~capstone-mars-mission.jpeg
CSRA6651777,Kinematics: Describing the Motions of Spacecraft,course,https://www.coursera.org/learn/spacecraft-dynamics-kinematics,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~spacecraft-dynamics-kinematics/XDP~COURSE!~spacecraft-dynamics-kinematics.jpeg
CSRA2146862,مقدمة لفيزياء ألعاب الفيديو باستخدام محرك ألعاب Unity,guided project,https://www.coursera.org/projects/moqadema-le-physic-al3ab-video-be-estkhdam-moharak-al3ab-unity,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~moqadema-le-physic-al3ab-video-be-estkhdam-moharak-al3ab-unity/XDP~COURSE!~moqadema-le-physic-al3ab-video-be-estkhdam-moharak-al3ab-unity.jpeg
CSRA1724344,Linearer & Nichtlineare Finite Elemente Analyse mit SimScale,guided project,https://www.coursera.org/projects/linearer-nichtlineare-finite-elemente-analyse-mit-simscale,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~linearer-nichtlineare-finite-elemente-analyse-mit-simscale/XDP~COURSE!~linearer-nichtlineare-finite-elemente-analyse-mit-simscale.jpeg
CSRA3128277,Netzkonvergenzstudien in der Finiten Elemente Methode,guided project,https://www.coursera.org/projects/netzkonvergenzstudie-finite-elemente-methode,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~netzkonvergenzstudie-finite-elemente-methode/XDP~COURSE!~netzkonvergenzstudie-finite-elemente-methode.jpeg
CSRA5195511,Strömungsimulation einer Kreiselpumpe,guided project,https://www.coursera.org/projects/stromungsimulation-einer-kreiselpumpe,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~stromungsimulation-einer-kreiselpumpe/XDP~COURSE!~stromungsimulation-einer-kreiselpumpe.jpeg
CSRA8311528,Astro 101: Black Holes,course,https://www.coursera.org/learn/black-holes-astro-101,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~black-holes-astro-101/XDP~COURSE!~black-holes-astro-101.jpeg
CSRA8216167,Astrobiology: Exploring Other Worlds,course,https://www.coursera.org/learn/astrobiology-exploring-other-worlds,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~astrobiology-exploring-other-worlds/XDP~COURSE!~astrobiology-exploring-other-worlds.jpeg
CSRA2139169,Understanding Einstein: The Special Theory of Relativity,course,https://www.coursera.org/learn/einstein-relativity,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~einstein-relativity/XDP~COURSE!~einstein-relativity.jpeg
CSRA9287477,Kinematics: Describing the Motions of Spacecraft,course,https://www.coursera.org/learn/spacecraft-dynamics-kinematics,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~spacecraft-dynamics-kinematics/XDP~COURSE!~spacecraft-dynamics-kinematics.jpeg
CSRA8227217,Analyzing the Universe,course,https://www.coursera.org/learn/analyze,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~analyze/XDP~COURSE!~analyze.jpeg
CSRA1911562,Imagining Other Earths,course,https://www.coursera.org/learn/life-on-other-planets,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~life-on-other-planets/XDP~COURSE!~life-on-other-planets.jpeg
CSRA3869118,Data-driven Astronomy,course,https://www.coursera.org/learn/data-driven-astronomy,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-driven-astronomy/XDP~COURSE!~data-driven-astronomy.jpeg
CSRA3788945,Astrobiology: Exploring Other Worlds,course,https://www.coursera.org/learn/astrobiology-exploring-other-worlds,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~astrobiology-exploring-other-worlds/XDP~COURSE!~astrobiology-exploring-other-worlds.jpeg
CSRA6971769,Big History: Connecting Knowledge,course,https://www.coursera.org/learn/big-history,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~big-history/XDP~COURSE!~big-history.jpeg
CSRA6787636,How Things Work: An Introduction to Physics,course,https://www.coursera.org/learn/how-things-work,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~how-things-work/XDP~COURSE!~how-things-work.jpeg
CSRA2454442,Astronomy: Exploring Time and Space,course,https://www.coursera.org/learn/astro,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~astro/XDP~COURSE!~astro.jpeg
CSRA6467568,Understanding Einstein: The Special Theory of Relativity,course,https://www.coursera.org/learn/einstein-relativity,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~einstein-relativity/XDP~COURSE!~einstein-relativity.jpeg
CSRA9997424,Big History: Connecting Knowledge,course,https://www.coursera.org/learn/big-history,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~big-history/XDP~COURSE!~big-history.jpeg
CSRA3797779,Understanding Einstein: The Special Theory of Relativity,course,https://www.coursera.org/learn/einstein-relativity,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~einstein-relativity/XDP~COURSE!~einstein-relativity.jpeg
CSRA5314873,Astronomy: Exploring Time and Space,course,https://www.coursera.org/learn/astro,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~astro/XDP~COURSE!~astro.jpeg
CSRA7875595,Introduction to Probability and Data with R,course,https://www.coursera.org/learn/probability-intro,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~probability-intro/XDP~COURSE!~probability-intro.jpeg
CSRA3229324,The Data Scientist’s Toolbox,course,https://www.coursera.org/learn/data-scientists-tools,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-scientists-tools/XDP~COURSE!~data-scientists-tools.jpeg
CSRA7235293,Google Data Analytics Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-data-analytics,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-data-analytics/XDP~SPECIALIZATION!~google-data-analytics.jpeg
CSRA4177332,Data Visualization in Excel,course,https://www.coursera.org/learn/excel-data-visualization,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-data-visualization/XDP~COURSE!~excel-data-visualization.jpeg
CSRA7951682,Introdução à Ciência da Computação com Python Parte 1,course,https://www.coursera.org/learn/ciencia-computacao-python-conceitos,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ciencia-computacao-python-conceitos/XDP~COURSE!~ciencia-computacao-python-conceitos.jpeg
CSRA1448739,Excel Skills for Business: Intermediate I,course,https://www.coursera.org/learn/excel-intermediate-1,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-intermediate-1/XDP~COURSE!~excel-intermediate-1.jpeg
CSRA5934481,Spatial Analysis and Satellite Imagery in a GIS,course,https://www.coursera.org/learn/spatial-analysis-satellite-imagery-in-a-gis,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~spatial-analysis-satellite-imagery-in-a-gis/XDP~COURSE!~spatial-analysis-satellite-imagery-in-a-gis.jpeg
CSRA2682826,Data Analytics Methods for Marketing,course,https://www.coursera.org/learn/data-analytics-methods-for-marketing,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-analytics-methods-for-marketing/XDP~COURSE!~data-analytics-methods-for-marketing.jpeg
CSRA5517576,Excel Skills for Business: Essentials,course,https://www.coursera.org/learn/excel-essentials,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-essentials/XDP~COURSE!~excel-essentials.jpeg
CSRA6447737,Customer Analytics,course,https://www.coursera.org/learn/wharton-customer-analytics,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~wharton-customer-analytics/XDP~COURSE!~wharton-customer-analytics.jpeg
CSRA8399476,AI Fundamentals for Non-Data Scientists,course,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~wharton-ai-fundamentals-non-data-scientists/XDP~COURSE!~wharton-ai-fundamentals-non-data-scientists.jpeg
CSRA9893149,Ask Questions to Make Data-Driven Decisions,course,https://www.coursera.org/learn/ask-questions-make-decisions,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ask-questions-make-decisions/XDP~COURSE!~ask-questions-make-decisions.jpeg
CSRA8725932,Applied Data Science with Python Specialization,specializations,https://www.coursera.org/specializations/data-science-python,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~data-science-python/XDP~SPECIALIZATION!~data-science-python.jpeg
CSRA7961817,IBM Data Analyst Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/ibm-data-analyst,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ibm-data-analyst/XDP~SPECIALIZATION!~ibm-data-analyst.jpeg
CSRA4723268,Assess for Success: Marketing Analytics and Measurement,course,https://www.coursera.org/learn/assess-for-success,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~assess-for-success/XDP~COURSE!~assess-for-success.jpeg
CSRA5167789,Data Science Fundamentals with Python and SQL Specialization,specializations,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~data-science-fundamentals-python-sql/XDP~SPECIALIZATION!~data-science-fundamentals-python-sql.jpeg
CSRA7233784,Introduction to Data Science Specialization,specializations,https://www.coursera.org/specializations/introduction-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~introduction-data-science/XDP~SPECIALIZATION!~introduction-data-science.jpeg
CSRA7431956,IBM Data Science Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/ibm-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ibm-data-science/XDP~SPECIALIZATION!~ibm-data-science.jpeg
CSRA2131565,Google Data Analytics Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-data-analytics,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-data-analytics/XDP~SPECIALIZATION!~google-data-analytics.jpeg
CSRA2311372,Google Data Analytics Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-data-analytics,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-data-analytics/XDP~SPECIALIZATION!~google-data-analytics.jpeg
CSRA5987188,Data Science: Foundations using R Specialization,specializations,https://www.coursera.org/specializations/data-science-foundations-r,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~data-science-foundations-r/XDP~SPECIALIZATION!~data-science-foundations-r.jpeg
CSRA8854578,IBM Data Science Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/ibm-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ibm-data-science/XDP~SPECIALIZATION!~ibm-data-science.jpeg
CSRA4961182,Data Science Specialization,specializations,https://www.coursera.org/specializations/jhu-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~jhu-data-science/XDP~SPECIALIZATION!~jhu-data-science.jpeg
CSRA9598416,Introduction to Physical Chemistry,course,https://www.coursera.org/learn/physical-chemistry,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~physical-chemistry/XDP~COURSE!~physical-chemistry.jpeg
CSRA3481919,Introduction to Chemistry:  Structures and Solutions,course,https://www.coursera.org/learn/basic-chemistry,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~basic-chemistry/XDP~COURSE!~basic-chemistry.jpeg
CSRA8271613,Data Science Specialization,specializations,https://www.coursera.org/specializations/jhu-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~jhu-data-science/XDP~SPECIALIZATION!~jhu-data-science.jpeg
CSRA1984914,Introduction to Physical Chemistry,course,https://www.coursera.org/learn/physical-chemistry,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~physical-chemistry/XDP~COURSE!~physical-chemistry.jpeg
CSRA1819994,Introduction to Chemistry:  Structures and Solutions,course,https://www.coursera.org/learn/basic-chemistry,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~basic-chemistry/XDP~COURSE!~basic-chemistry.jpeg
